,name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
79,Grilled Asian Chicken,Delicious Asian chicken with a sweet-savory glaze. This recipe is great for last-minute company or a quick dinner by rounding it out with a baked potato and tossed salad.,4.5,"{'active_time': None, 'additional_time': '15 mins', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '45 mins', 'yield': None}","[{'name': 'soy sauce', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'honey', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'sesame oil', 'quanity': '4', 'unit': 'teaspoons'}
 {'name': 'garlic, crushed', 'quanity': '2', 'unit': 'cloves'}
 {'name': 'fresh ginger root', 'quanity': '3', 'unit': 'slices'}
 {'name': 'skinless, boneless chicken breast halves', 'quanity': '4', 'unit': ''}]","[' Gather all ingredients.\n'
 ' Combine soy sauce, honey, sesame oil, garlic, and ginger in a small microwave-safe bowl; heat in the microwave on medium power for 1 minute, then stir. Heat again for 30 seconds, watching closely to prevent boiling.\n'
 ' Place chicken breasts in a shallow dish. Pour soy sauce mixture over top and set aside to marinate for 15 minutes.\n'
 ' Preheat an outdoor grill for medium-high heat and lightly oil the grate. Meanwhile, remove chicken from marinade; transfer marinade into a small saucepan and bring to a boil. Reduce heat to low and simmer until thick, about 1 minute. Set aside for basting.\n'
 ' Cook chicken on the preheated grill, basting frequently with reserved marinade, until golden brown on all sides and chicken is no longer pink in the center, about 6 to 8 minutes per side. An instant-read meat thermometer inserted into the thickest piece should read at least 160 degrees F (70 degrees C).\n']",unknown,unknown,"{'Calories': '217', 'Carbs': '11g', 'Fat': '8g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/8919/grilled-asian-chicken/
80,Loaded Breakfast Skillet,"This breakfast skillet is loaded with potatoes, bacon, onions, eggs, and shredded cheese for a hearty and delicious breakfast or brunch dish.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '55 mins', 'yield': None}","[{'name': 'bacon, cut into 1-inch pieces', 'quanity': '4', 'unit': 'slices'}
 {'name': 'onion, chopped', 'quanity': '1', 'unit': ''}
 {'name': 'russet potatoes, scrubbed, chopped into 3/4-inch cubes', 'quanity': '3', 'unit': ''}
 {'name': 'water', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'green onions, sliced', 'quanity': '2', 'unit': ''}
 {'name': 'garlic, minced', 'quanity': '2', 'unit': 'cloves'}
 {'name': 'smoked paprika', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'kosher salt and freshly ground pepper to taste', 'quanity': '', 'unit': ''}
 {'name': 'eggs', 'quanity': '4', 'unit': 'large'}
 {'name': 'shredded Cheddar cheese', 'quanity': '1', 'unit': 'cup'}]","[' Gather all ingredients.\n'
 ' Cook bacon in a large skillet over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain on paper towels; reserve most of the bacon fat in the skillet.\n'
 ' Crumble bacon and set aside.\n'
 ' Reduce heat to medium. Cook and stir onion in reserved bacon fat until slightly softened, about 5 minutes. Add potatoes; toss to coat evenly in bacon fat. Pour in water and cover the skillet. Cook, stirring occasionally, until potatoes are tender, about 20 minutes.\n'
 ' Mix in green onions, garlic, and paprika. Season with kosher salt and pepper. Make 4 wells in potato mixture using a wooden spoon, revealing the bottom of the skillet.\n'
 ' Crack an egg into each well; season with salt and pepper.\n'
 ' Sprinkle Cheddar cheese and bacon over the entire skillet.\n'
 ' Cover and cook until egg whites are set and yolks are still runny, about 5 minutes. Serve and enjoy!\n']",unknown,unknown,"{'Calories': '418', 'Carbs': '43g', 'Fat': '18g', 'Protein': '22g'}",https://www.allrecipes.com/recipe/260471/loaded-breakfast-skillet/
81,Caprese Salad with Balsamic Reduction,"This caprese salad with tomatoes, fresh mozzarella, and basil is drizzled with a sweet balsamic reduction and olive oil. Easy, impressive, and delicious! ",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '25 mins', 'yield': None}","[{'name': 'balsamic vinegar', 'quanity': '1', 'unit': 'cup'}
 {'name': 'honey', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'tomatoes, cut into 1/2-inch slices', 'quanity': '3', 'unit': 'large'}
 {'name': 'fresh mozzarella cheese, cut into 1/4-inch slices', 'quanity': '1', 'unit': '(16 ounce) package'}
 {'name': 'salt', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'ground black pepper', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'fresh basil leaves', 'quanity': '½', 'unit': 'cup'}
 {'name': 'extra-virgin olive oil', 'quanity': '¼', 'unit': 'cup'}]","[' Gather all ingredients. Stir balsamic vinegar and honey together in a small saucepan and place over high heat.\n'
 ' Bring to a boil, reduce heat to low, and simmer until mixture has reduced to 1/3 cup, about 10 minutes. Set aside to cool.\n'
 ' Arrange alternating slices of tomato and mozzarella decoratively on a serving platter.\n'
 ' Sprinkle with salt and black pepper, tuck basil leaves around slices, and drizzle with olive oil and the balsamic reduction.\n']",unknown,unknown,"{'Calories': '580', 'Carbs': '35g', 'Fat': '39g', 'Protein': '22g'}",https://www.allrecipes.com/recipe/228126/caprese-salad-with-balsamic-reduction/
82,Pig Pickin' Cake,"This pig pickin' cake is a wonderful, easy-to-make dessert. Three layers get topped with frozen whipped topping and pineapple. I got the recipe from a lady in the Tennessee mountains.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '45 mins', 'yield': '1 (8-inch) layer cake'}","[{'name': 'yellow cake mix', 'quanity': '1', 'unit': '(15.25 ounce) package'}
 {'name': 'mandarin oranges with juice', 'quanity': '1', 'unit': '(11 ounce) can'}
 {'name': 'eggs', 'quanity': '4', 'unit': 'large'}
 {'name': 'vegetable oil', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'frozen whipped topping, thawed', 'quanity': '1', 'unit': '(16 ounce) package'}
 {'name': 'crushed pineapple, drained', 'quanity': '1', 'unit': '(15 ounce) can'}
 {'name': 'instant vanilla pudding mix', 'quanity': '1', 'unit': '(3.5 ounce) package'}]","[' Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).\n'
 ' Prepare the cake: Mix together cake mix, mandarin oranges with juice, eggs, and oil. Pour batter into three greased and floured 8-inch round pans. Layers will be thin.\n'
 ' Bake in the preheated oven until a toothpick inserted into the center of cake comes out clean, 25 to 30 minutes. Cool layers on wire racks.\n'
 ' Make the frosting: Mix together whipped topping, crushed pineapple, and instant pudding mix.\n'
 ' Spread frosting onto the cooled cake layers. Stack layers; frost top and sides. Refrigerate until ready to eat.\n'
 ' Slice and enjoy!\n']",unknown,unknown,"{'Calories': '524', 'Carbs': '71g', 'Fat': '25g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/8043/pig-pickin-cake/
83,Salsa Chicken,"This salsa chicken recipe is very easy and quick! Someone gave me this recipe a few years back, and it has become a household favorite. Depending on your taste, you can use mild, medium, or hot salsa. I usually serve it with Spanish rice and Mexican-style canned corn.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '35 mins', 'yield': None}","[{'name': 'skinless, boneless chicken breast halves', 'quanity': '4', 'unit': ''}
 {'name': 'taco seasoning mix', 'quanity': '4', 'unit': 'teaspoons'}
 {'name': 'salsa', 'quanity': '1', 'unit': 'cup'}
 {'name': 'shredded Cheddar cheese', 'quanity': '1', 'unit': 'cup'}
 {'name': 'sour cream (Optional)', 'quanity': '2', 'unit': 'tablespoons'}]","[' Gather all ingredients. Preheat the oven to 375 degrees F (190 degrees C). Lightly grease a 9x13-inch baking dish.\n'
 ' Place chicken breasts in the prepared dish. Sprinkle seasoning mix on both sides of chicken breasts.\n'
 ' Pour salsa on top.\n'
 ' Bake in the preheated oven until chicken is tender and juicy and the juices run clear, 25 to 35 minutes.\n'
 ' Sprinkle chicken evenly with cheese.\n'
 ' Continue baking until cheese is melted and bubbly, 3 to 5 minutes more.\n'
 ' Top with sour cream and serve.\n']",unknown,unknown,"{'Calories': '287', 'Carbs': '7g', 'Fat': '12g', 'Protein': '36g'}",https://www.allrecipes.com/recipe/16700/salsa-chicken/
84,Philly Cheesesteak,"This Philly cheesesteak is made with sirloin sliced into strips and seasoned with a delicious blend of herbs and spices for a flavorsome sandwich. Sometimes I toast the hoagie roll before topping it with the steak, caramelized onions, peppers, and cheese.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': '4 cheesesteaks'}","[{'name': 'salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'black pepper', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'paprika', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'chili powder', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'onion powder', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'garlic powder', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'dried thyme', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'dried marjoram', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'dried basil', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'beef sirloin, cut into thin 2 inch strips', 'quanity': '1', 'unit': 'pound'}
 {'name': 'vegetable oil', 'quanity': '3', 'unit': 'tablespoons'}
 {'name': 'onion, sliced', 'quanity': '1', 'unit': ''}
 {'name': 'green bell pepper, julienned', 'quanity': '1', 'unit': ''}
 {'name': 'Swiss cheese, thinly sliced', 'quanity': '3', 'unit': 'ounces'}
 {'name': 'hoagie rolls, split lengthwise', 'quanity': '4', 'unit': ''}]","[' Mix salt, pepper, paprika, chili powder, onion powder, garlic powder, thyme, marjoram, and basil together in a small bowl.\n'
 ' Place steak in a large bowl; sprinkle seasoning mixture over top and stir to coat.\n'
 ' Heat 1/2 of the oil in a skillet over medium-high heat. Add steak; cook and stir to the desired doneness. Transfer cooked steak to a plate.\n'
 ' Heat the remaining oil in the skillet. Add onion and green pepper; cook and stir until tender and caramelized.\n'
 ' Preheat the oven on the broiler setting.\n'
 ' Divide cooked beef between the bottoms of 4 rolls. Layer with onion and green pepper, then top with sliced cheese. Place on a cookie sheet.\n'
 ' Broil in the preheated oven until cheese is melted.\n'
 ' Cover with tops of rolls and serve.\n']",unknown,unknown,"{'Calories': '641', 'Carbs': '40g', 'Fat': '38g', 'Protein': '35g'}",https://www.allrecipes.com/recipe/36621/philly-steak-sandwich/
85,American Flag Cake,"Unfurl the red, white, and blue with this beautiful patriotic flag cake perfect for the 4th of July, Memorial Day, or any favorite occasion. Assemble and frost the pretty cake and wait for the oohs and ahhs!",4.7,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '1 hr 30 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '3 hrs', 'yield': '1 layer cake'}","[{'name': 'white cake mix', 'quanity': '2', 'unit': '(15.25 ounce) packages'}
 {'name': 'egg whites', 'quanity': '9', 'unit': ''}
 {'name': 'vegetable oil', 'quanity': '1', 'unit': 'cup'}
 {'name': 'whole milk', 'quanity': '3 ¾', 'unit': 'cups'}
 {'name': 'clear vanilla extract', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'red food coloring', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'blue food coloring', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'white chocolate chips', 'quanity': '1', 'unit': 'cup'}
 {'name': 'fluffy white frosting', 'quanity': '10', 'unit': 'cups'}
 {'name': 'white chocolate chips, or as needed', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'white sugar, or as needed', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': '1 4-inch round paper or cardboard stencil', 'quanity': '', 'unit': ''}]","[' Preheat oven to 350 degrees F (175 degrees C). Grease and line four 8-inch round cake pans with parchment paper.\n'
 ' Combine white cake mix, egg whites, vegetable oil, milk, and vanilla extract in a large mixing bowl. Beat for 30 seconds using an electric mixer on low speed. Increase mixer speed to medium and beat for 2 more minutes. The batter will still be slightly lumpy.\n'
 ' To make the red cakes: Measure ½ of the cake batter into a separate bowl and whisk in red food coloring. Evenly transfer red cake batter into two of the 8-inch prepared cake pans; smooth tops with a spatula. Transfer ½ of the remaining uncolored batter into a 3rd prepared cake pan; smooth top as before. This will be the white cake portion.\n'
 ' Add blue food coloring to the remaining uncolored batter in the large mixing bowl; fold 1 cup white chocolate chips into blue batter until combined. Transfer batter to remaining prepared 8-inch cake pan; smooth top of batter with a spatula.\n'
 ' Bake all 4 cakes in the preheated oven until a toothpick inserted into the center of each cake comes out clean, about 30 minutes. Remove the cakes from oven and place onto cooling racks until cooled completely.\n'
 ' Run a knife around edge of each cooled cake. Invert cakes, remove pans, and peel off parchment paper. Use a sharp knife to trim tops of cakes flat and even.\n'
 ' Cut both of the red cake layers and the white cake layer in half horizontally. You will have 4 thin red cake layers and 2 thin white cake layers.\n'
 ' Place a 4-inch round stencil on top of 1 thin red cake layer; cut out a 4-inch red cake round. Repeat, placing stencil on 1 thin white cake layer to make 1 4-inch white cake round. Center the 4-inch round stencil on the blue cake; cut out and remove center portion covered by the stencil to make a blue cake ring.\n'
 ' To assemble the cake, you will need two thin 8-inch red cake layers, one thin 8-inch white cake layer, one 4-inch thin red cake circle, one 4-inch thin white cake circle, and one blue 8-inch cake ring. Reserve the leftover thin red cake layer and other cake pieces for making crumbs for decorating.\n'
 ' To assemble cake, place one 8-inch thin red cake layer on a cake pan and frost the top generously with white frosting. Place the thin 8-inch white cake layer on top of the red one, and frost the top. Place remaining 8-inch thin red cake layer atop the white one. Frost the red layer.\n'
 ' Place the blue ring cake on top of the 2nd red cake layer and carefully frost the inside of the blue cake ring. Gently fit the 4-inch white cake layer into the blue cake ring. Frost the top of the 4-inch white center. Place the 4-inch red cake layer on top of the white one. Gently press small cake circles flush with the top of the blue ring.\n'
 ' Frost the entire outside of the cake generously with the remaining frosting.\n'
 "" Crumble red and blue pieces of leftover cake into 2 separate bowls. Score lines into the top of the cake's frosting with a kitchen knife to make a flag design on top of the cake. It should have a 2-inch square at the upper left for blue field and white stars, and 7 thick horizontal stripes about 1 inch wide.\n""
 "" Fill the square field at the upper left with blue crumbs and press 1 tablespoon white chocolate chips upside-down into the blue crumbs to make 'stars.' Fill the bottom stripe and every other stripe with red crumbs to make red stripes. Sprinkle white sugar generously into the white stripes to make them stand out.\n""
 ' To serve, cut cake into wedges. The inside of the cake will reveal its layers of red and white stripes and blue field with white chocolate chip stars in every slice.\n']",unknown,unknown,"{'Calories': '1110', 'Carbs': '215g', 'Fat': '26g', 'Protein': '11g'}",https://www.allrecipes.com/recipe/232909/american-flag-cake/
86,Best Burger Sauce,This burger sauce has a zippy flavor that goes well in sandwiches or as a fry dip. It's a tangy sauce that can be made spicy or milder for kids.,4.7,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': '2 1/2 cups'}","[{'name': 'mayonnaise', 'quanity': '1', 'unit': 'cup'}
 {'name': 'ketchup', 'quanity': '½', 'unit': 'cup'}
 {'name': 'prepared yellow mustard', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'dried minced onion', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'dried minced garlic', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'white vinegar', 'quanity': '⅛', 'unit': 'teaspoon'}
 {'name': 'hot sauce to taste', 'quanity': '', 'unit': ''}
 {'name': 'seasoned pepper to taste', 'quanity': '', 'unit': ''}]","[' Gather all ingredients.\n'
 ' Whisk together mayonnaise, ketchup, mustard, onion, garlic, and vinegar in a bowl.\n'
 ' Season with hot sauce and seasoned pepper.\n'
 ' Cover and chill at least 1 hour before serving.\n'
 ' Serve and enjoy!\n']",unknown,unknown,"{'Calories': '87', 'Carbs': '2g', 'Fat': '9g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/155191/best-burger-sauce/
87,Easy Pineapple Cake,This pineapple cake is super easy to make. It's topped with a delicious cream cheese frosting. ,4.6,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '1 hr 45 mins', 'yield': '1 (9x13-inch) cake'}","[{'name': 'cooking spray', 'quanity': 'unknown', 'unit': 'unknown'}
 {'name': 'all-purpose flour', 'quanity': '2', 'unit': 'cups'}
 {'name': 'white sugar', 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'baking soda', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'kosher salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'eggs', 'quanity': '2', 'unit': 'large'}
 {'name': 'crushed pineapple with juice', 'quanity': '1', 'unit': '(20-ounce) can'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'cream cheese, softened', 'quanity': '1', 'unit': '(8 ounce) package'}
 {'name': 'unsalted butter, softened', 'quanity': '½', 'unit': 'cup'}
 {'name': ""confectioners' sugar"", 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}]","[' Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-baking dish with cooking spray.\n'
 ' Mix flour, white sugar, baking soda, and salt in a large bowl and make a well in the center.\n'
 ' Add eggs, crushed pineapple with juice, and vanilla; whisk until well-combined.\n'
 ' Pour into the prepared baking dish.\n'
 ' Bake in the preheated oven until top is deeply browned and a toothpick inserted into the center of the cake comes out clean, about 35 minutes. Let cake cool in the dish on a wire rack, 1 to 2 hours.\n'
 ' To make the frosting: Combine cream cheese and butter for frosting in a mixing bowl; beat with an electric mixer until smooth, about 1 minute.\n'
 "" Add confectioners' sugar and vanilla; beat until creamy, about 1 or 2 minutes more.\n""
 ' Spread frosting on cooled cake.\n' ' Serve and enjoy!\n']",unknown,This recipe was tested in our test kitchen in November 2023 and updated to reduce the amount of sugar and baking soda based on user feedback.,"{'Calories': '201', 'Carbs': '32g', 'Fat': '8g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/15857/easy-pineapple-cake/
88,Chocolate Frosty,"I love a chocolate Frosty and discovered how easy it is to make at home with just 3 ingredients: chocolate milk, condensed milk, and frozen whipped topping.",4.8,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 5 mins', 'yield': None}","[{'name': 'chocolate milk', 'quanity': '1', 'unit': 'quart'}
 {'name': 'sweetened condensed milk', 'quanity': '1', 'unit': '(14 ounce) can'}
 {'name': 'frozen whipped topping (such as Cool Whip), thawed', 'quanity': '1', 'unit': '(8 ounce) container'}]","["" Mix chocolate milk, sweetened condensed milk, and whipped topping in a large bowl. Pour mixture into an ice cream maker and freeze according to manufacturer's instructions.\n""]",unknown,unknown,"{'Calories': '228', 'Carbs': '32g', 'Fat': '9g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/233003/chocolate-frosty/
89,Watermelon Lime Agua Fresca,This recipe makes a very refreshing watermelon drink. You may also use cantaloupe or honeydew melon. It tastes just like the juices served in authentic Mexican restaurants. Serve in tall glasses over ice.,4.8,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '2 1/2 quarts'}","[{'name': 'water, divided', 'quanity': '8', 'unit': 'cups'}
 {'name': 'peeled, cubed, and seeded watermelon', 'quanity': '5', 'unit': 'cups'}
 {'name': 'white sugar, or more to taste', 'quanity': '½', 'unit': 'cup'}
 {'name': 'lime juice, or more to taste', 'quanity': '⅓', 'unit': 'cup'}]","[' Combine 1 cup water, watermelon, and sugar in a blender; process until smooth.\n'
 ' Pour mixture into a large pitcher; stir in lime juice and remaining 7 cups water. Taste; adjust sugar or lime juice. Refrigerate until chilled, about 1 hour.\n']",unknown,unknown,"{'Calories': '64', 'Carbs': '16g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/246117/watermelon-lime-agua-fresca/
90,Best Grilled Corn On The Cob ,Soak corn briefly before grilling for the best corn on the cob you've ever eaten!,4.7,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '50 mins', 'yield': '8 ears of corn'}","[{'name': 'cold water', 'quanity': '1', 'unit': 'gallon'}
 {'name': 'white sugar, or to taste', 'quanity': '½', 'unit': 'cup'}
 {'name': 'salt, or to taste', 'quanity': '½', 'unit': 'cup'}
 {'name': 'corn on the cob, husks and silk removed', 'quanity': '8', 'unit': 'ears'}
 {'name': 'softened butter, or to taste', 'quanity': '½', 'unit': 'cup'}
 {'name': 'salt and pepper to taste', 'quanity': '', 'unit': ''}]","[' Pour cold water into a large pot. Stir in sugar and 1/2 cup salt until dissolved. Place corn into the pot and allow to soak for at least 30 minutes but no longer than 8 hours.\n'
 ' Preheat an outdoor grill for high heat and lightly oil the grate.\n'
 ' Cook corn on the preheated grill, turning every 2 to 3 minutes, until slightly charred on all sides. Brush corn with butter; season with salt and pepper.\n']",unknown,unknown,"{'Calories': '228', 'Carbs': '30g', 'Fat': '13g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/214644/juicy-grilled-corn-on-the-cob/
91,Blueberry Zucchini Bread,Mini blueberry zucchini bread. This recipe makes four delicious little summertime loaves!,4.8,"{'active_time': None, 'additional_time': '20 mins', 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '4 mini loaves'}","[{'name': 'white sugar', 'quanity': '2 ¼', 'unit': 'cups'}
 {'name': 'vegetable oil', 'quanity': '1', 'unit': 'cup'}
 {'name': 'eggs, lightly beaten', 'quanity': '3', 'unit': 'large'}
 {'name': 'vanilla extract', 'quanity': '3', 'unit': 'teaspoons'}
 {'name': 'shredded zucchini', 'quanity': '2', 'unit': 'cups'}
 {'name': 'all-purpose flour', 'quanity': '3', 'unit': 'cups'}
 {'name': 'ground cinnamon', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'baking powder', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'baking soda', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'fresh blueberries', 'quanity': '1', 'unit': 'pint'}]","[' Gather all ingredients.\n'
 ' Preheat the oven to 350 degrees F (175 degrees C). Lightly grease 4 mini loaf pans.\n'
 ' Beat together sugar, oil, eggs, and vanilla in a large bowl. Fold in zucchini.\n'
 ' Beat in flour, cinnamon, salt, baking powder, and baking soda until just combined.\n'
 ' Gently fold in blueberries. Pour batter into the prepared pans.\n'
 ' Bake in the preheated oven until a knife inserted in the center of a loaf comes out clean, about 50 minutes.\n'
 ' Cool in the pans for 20 minutes, then turn out onto a wire rack to cool completely. Enjoy!\n']",unknown,unknown,"{'Calories': '461', 'Carbs': '67g', 'Fat': '20g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/74657/blueberry-zucchini-bread/
92,Mai Tai,"This Mai Tai cocktail is made with two flavors of rum mixed with pineapple juice and orange juice to make a yummy, fruity drink.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '5 mins', 'yield': None}","[{'name': 'ice cubes', 'quanity': '1', 'unit': 'cup'}
 {'name': 'pineapple juice', 'quanity': '3', 'unit': 'fluid ounces'}
 {'name': 'orange juice', 'quanity': '2', 'unit': 'fluid ounces'}
 {'name': 'spiced rum', 'quanity': '1', 'unit': '(1.5 fluid ounce) jigger'}
 {'name': 'coconut-flavored rum', 'quanity': '½', 'unit': '(1.5 fluid ounce) jigger'}
 {'name': 'grenadine syrup', 'quanity': '1', 'unit': 'teaspoon'}]","[' Gather all ingredients.\n' ' Fill a cocktail shaker with ice cubes.\n'
 ' Add pineapple juice, orange juice, spiced rum, coconut rum, and grenadine. Shake vigorously and strain into a glass full of ice.\n'
 ' Serve and enjoy!\n']",unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/73287/mai-tai/
93,Chef John's Crème Fraîche,"Crème fraîche is so easy to make at home with just heavy cream and cultured buttermilk. Sure, it takes a couple of days to make, but the effort is minimal, and the payoff is marvelous! It has a higher fat content than sour cream which makes it less likely to curdle when you cook with it.",4.9,"{'active_time': None, 'additional_time': '2 days', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '2 days 5 mins', 'yield': '1 pint'}","[{'name': 'heavy cream', 'quanity': '2', 'unit': 'cups'}
 {'name': 'cultured buttermilk', 'quanity': '3', 'unit': 'tablespoons'}]","[' Combine cream and buttermilk in a glass jar. Cover tightly with cheesecloth (or any breathable material) and let sit at room temperature (70 to 75 degrees F (21 to 24 degrees C)) until thickened, about 24 hours.\n'
 ' Stir mixture, then screw on the lid. Refrigerate for 24 hours before using.\n']",unknown,unknown,"{'Calories': '52', 'Carbs': '1g', 'Fat': '6g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/222387/chef-johns-creme-fraiche/
